city,province,Latitude,Longitude
زرین رود,زنجان,35.7565444,48.4811949
زرین شهر,اصفهان,32.3887062,51.3737142
زرنق,آذربایجان شرقی,37.3351718,47.6724879
زرنه,ایلام,33.928499,46.1826201
زرینه,کردستان,36.0602,47.1508
زنجان,زنجان,36.6699809,48.4859398
زنگی آباد,كرمان,30.0566111,55.1137444
زنگنه,همدان,34.1552764,49.01032
زنوز,آذربایجان شرقی,38.5880287,45.8319818
زهان,خراسان جنوبی,33.4226757,59.8126423
زهره,خوزستان,30.4695635,49.684133
زهک,سیستان و بلوچستان,30.8932189,61.6827311
زهکلوت,كرمان,27.793355,58.5907532
زواره,اصفهان,33.4469079,52.4948886
ساری,مازندران,36.5659598,53.0587229
ساروق,مركزی,36.3986947,46.578083
سالند,خوزستان,32.4967988,48.8341935
سامان,چهارمحال و بختیاری,,
سامن,همدان,34.2090147,48.704561
سیاهکل,گیلان,37.1521893,49.8716407
سیاه منصور,خوزستان,32.3311531,48.4961792
ساوه,مركزی,35.1062454,50.2687689
سبزوار,خراسان رضوی,36.2134053,57.6808799
سپیددشت,لرستان,33.2183987,48.882817
سجاس,زنجان,36.2402834,48.5530842
سجزی,اصفهان,32.6900849,52.1254256
سیدان,فارس,30.0045006,53.0060452
سده,فارس,30.7101418,52.1742262
سده لنجان,اصفهان,32.3783604,51.3148844
سرایان,خراسان جنوبی,33.8615755,58.5250488
سراب,آذربایجان شرقی,37.9407851,47.5374867
سراب باغ,ایلام,32.898466,47.5728997
سراب دوره,لرستان,33.5636959,48.0225482
سرابله,ایلام,33.7675797,46.5654912
سیراف,بوشهر,27.664912,52.3480157
سراوان,سیستان و بلوچستان,27.3651673,62.3390963
سرباز,سیستان و بلوچستان,26.6321167,61.2570288
سربیشه,خراسان جنوبی,32.573805,59.795754
سرپل ذهاب,کرمانشاه,34.4310518,45.9503823
سیرجان,كرمان,29.9439614,56.5475866
سرخرود,مازندران,36.6712757,52.4492344
سرخس,خراسان رضوی,36.5399097,61.1564431
سرخنکلاته,گلستان,36.8924801,54.5690723
سرخه,سمنان,35.4638851,53.2135038
سرخون,چهارمحال و بختیاری,31.749786,50.5509398
سرداران,خوزستان,32.0206734,48.7899226
سیردان,قزوین,36.6466238,49.1917414
سردرود,آذربایجان شرقی,38.0278895,46.1474327
سردشت,آذربایجان غربی,36.1553184,45.4799637
سردشت,چهارمحال و بختیاری,31.31321905,50.96757066098424
سردشت,خوزستان,30.3267403,50.2208188
سردشت,هرمزگان,26.4566743,57.90076789703648
سریش آباد,کردستان,35.2478257,47.778892
سرعین,اردبیل,38.1493746,48.0746208
سرفاریاب,کهگیلویه و بویراحمد,,
سیریک,هرمزگان,26.5177389,57.101798
سرکان,همدان,34.6022187,48.4508805
سیرکان,سیستان و بلوچستان,26.830089,62.6388773
سرگز,هرمزگان,27.9398953,56.662752
سرمست,کرمانشاه,34.0266,46.329
سرو,آذربایجان غربی,37.7269847,44.6423876
سروآباد,کردستان,35.3123202,46.3659551
سروستان,فارس,30.371128,53.8329237
سیس,آذربایجان شرقی,38.1997037,45.8124325
سی سخت,کهگیلویه و بویراحمد,,
سطر,کرمانشاه,34.8126546,47.4612562
سعادت شهر,فارس,30.0797928,53.1358118
سعد آباد,بوشهر,29.3848355,51.1166292
سفیددشت,چهارمحال و بختیاری,32.1715391,51.2058027
سفیدسنگ,خراسان رضوی,35.6576098,60.0955418
سفیدشهر,اصفهان,34.126299,51.3506189
سقز,کردستان,36.2427456,46.2705227
سگزآباد,قزوین,35.7739115,49.9362308
سلامی,خراسان رضوی,34.7448255,59.9785539
سلطان آباد,خراسان رضوی,36.5510406,59.2859552
سلطان شهر,فارس,29.6273121,53.2342532
سلطانیه,زنجان,36.4345194,48.7940806
سلفچگان,قم,34.4783955,50.4577101
سلماس,آذربایجان غربی,38.1969035,44.7685015
سلمان شهر,مازندران,36.7050537,51.1960013
سیلوانه,آذربایجان غربی,37.4216528,44.8543213
سماله,خوزستان,32.198813,48.8587387
سمیرم,اصفهان,31.4136588,51.5708254
سمنان,سمنان,35.5834074,53.3882906
سیمین شهر,گلستان,37.011276,54.231706
سیمینه,آذربایجان غربی,36.7303445,46.1534194
سین,اصفهان,32.8536719,51.6563384
سنخواست,خراسان شمالی,37.0997416,56.8492214
سندرک,هرمزگان,26.8370511,57.4254084
سنقر,کرمانشاه,34.7832217,47.5988073
سنگان,خراسان رضوی,34.3995279,60.2571339
سنگدوین,گلستان,36.9961957,54.8565871
سنگر,گیلان,37.179787,49.6947763
سنندج,کردستان,35.3126047,46.9978639
سیه چشمه,آذربایجان غربی,39.0651269,44.3844026
سیه رود,آذربایجان شرقی,38.8693808,46.0023332
سهرورد,زنجان,36.0705985,48.4423918
سه قلعه,خراسان جنوبی,33.665653,58.3976472
سهند,آذربایجان شرقی,37.6342498,46.4725979
سودجان,چهارمحال و بختیاری,32.5215922,50.4018883
سوران,سیستان و بلوچستان,27.2871579,61.9997051
سورشجان,چهارمحال و بختیاری,32.3163942,50.6761962
سورک,مازندران,36.596122,53.2108207
سورمق,فارس,31.0338723,52.8397513
سوزا,هرمزگان,26.7734831,56.0574001
سوسنگرد,خوزستان,31.5565801,48.1880626
سوق,کهگیلویه و بویراحمد,,
سومار,کرمانشاه,33.8862053,45.6388242
شاپورآباد,اصفهان,32.8438235,51.7444357
شادگان,خوزستان,30.6492516,48.6690288
شادمهر,خراسان رضوی,35.1716343,59.0366756
شازند,مركزی,33.9085387,49.319500814870736
شال,قزوین,35.8980371,49.7700946
شاندیز,خراسان رضوی,36.3958867,59.2985989
شاهدشهر,تهران,35.5735353,51.0868332
شاهدیه,یزد,31.9422469,54.2828268
شاهرود,سمنان,36.4195026,54.9649915
شاهین دژ,آذربایجان غربی,36.6784386,46.5656627
شاهین شهر,اصفهان,32.8556169,51.558376
شاهو,کرمانشاه,34.9978076,46.472382
شاوور,خوزستان,32.0564315,48.3043796
شباب,ایلام,33.7490262,46.6384231
شیبان,خوزستان,31.4066455,48.7948143
شبانکاره,بوشهر,29.4696831,50.9909728
شبستر,آذربایجان شرقی,38.1783704,45.7002363
شیراز,فارس,29.6060218,52.5378041
شرافت,خوزستان,32.0892117,48.7684968
شربیان,آذربایجان شرقی,37.8811174,47.1008591
شریف آباد,تهران,35.422537,51.7902387
شرفخانه,آذربایجان شرقی,38.1786897,45.4892529
شریفیه,قزوین,36.2135701,50.1532034
شیرگاه,مازندران,36.3004288,52.8815857
شیرین سو,همدان,35.4926221,48.4515219
شیروان,خراسان شمالی,37.395352,57.9300305
شیرود,مازندران,36.8495832,50.7909086
ششتمد,خراسان رضوی,35.9585753,57.766785
ششده,فارس,28.9486348,53.9955053
شفت,گیلان,37.1703562,49.4027782
شلمان,گیلان,37.1559178,50.2161864
شلمزار,چهارمحال و بختیاری,32.0464968,50.8184796
شمس آباد,خوزستان,32.2978523,48.4295553
شمشک,تهران,36.011362,51.4909361
شنبه,بوشهر,28.3952701,51.7645229
شندآباد,آذربایجان شرقی,38.1414419,45.6298841
شهباز,مركزی,33.8519682,49.4360304
شهداد,كرمان,30.4196387,57.7023666
شهراباد,خراسان رضوی,35.03093015,57.74091945619847
شهریار,تهران,35.6926324,51.0774939
شهر امام,خوزستان,32.2280083,48.4246878
شهربابک,كرمان,30.2624007,54.9222443
شهرپیر,فارس,28.3333299,54.4178307
شهرجدیدهشتگرد,البرز,,
شهرزو,خراسان رضوی,36.7488391,59.9338092
شهرصدرا,فارس,29.8003229,52.496107541799695
شهرضا,اصفهان,32.0116032,51.8651719
شهرکرد,چهارمحال و بختیاری,32.3257366,50.8497369
شهرک علی اکبر,سیستان و بلوچستان,,
شهمیرزاد,سمنان,35.7735069,53.3279767
شوسف,خراسان جنوبی,31.8035023,60.0099186
شوش,خوزستان,31.3357512,48.7115574
شوشتر,خوزستان,32.0547874,48.8456666
شویشه,کردستان,35.3570893,46.676496
شوط,آذربایجان غربی,39.2178874,44.7711898
شوقان,خراسان شمالی,37.3418549,56.886776
شول آباد,لرستان,33.1853836,49.1906861
صاحب,کردستان,36.2017503,46.4610855
صالح آباد,ایلام,33.4694261,46.1888889
صالح آباد,خراسان رضوی,36.1732971,58.7518337
صالح آباد,همدان,34.9215829,48.3431377
صالح شهر,خوزستان,32.2120495,48.6722366
صالحیه,تهران,35.5052878,51.1915512
صایین قلعه,زنجان,36.3038013,49.072849
صباشهر,تهران,35.582554,51.1132146
صحنه,کرمانشاه,34.4812132,47.6935934
صیدون,خوزستان,31.367373,50.0844132
صغاد,فارس,31.1915603,52.5155699
صفی آباد,خراسان شمالی,36.6960952,57.9299731
صفی آباد,خوزستان,32.261972,48.4179471
صفادشت,تهران,35.692438,50.8482841
صفاشهر,فارس,30.6120886,53.1952146
صفاییه,كرمان,30.8265371,55.8105318
صمصامی,چهارمحال و بختیاری,32.1670091,50.2754832
صوفیان,آذربایجان شرقی,38.27694,45.981373
صومعه سرا,گیلان,37.301672,49.3147378
ضیاڈآباد,قزوین,,
طاقانک,چهارمحال و بختیاری,32.2007511,50.80745036216823
طالخونچه,اصفهان,32.2603438,51.56283137914701
طالقان,البرز,36.177868,50.7655155
طبس,خراسان جنوبی,33.596031,56.9247263
طبس مسینا,خراسان جنوبی,32.8063555,60.222247
طرقبه,خراسان رضوی,36.3097179,59.3741338
طرق رود,اصفهان,33.37019955,51.80498405599897
عالی شهر,بوشهر,28.9244728,51.0641358
عباس اباد,مازندران,36.7273388,51.1072379
عجب شیر,آذربایجان شرقی,37.4770929,45.8936922
عسگران,اصفهان,32.8646215,50.8517144
عسلویه,بوشهر,27.4760027,52.6070411
عشق آباد,خراسان جنوبی,33.2069914,59.164877
عشق آباد,خراسان رضوی,36.0433722,58.6829884
عقدا,یزد,32.4399758,53.628458
علی اباد,گلستان,36.9083415,54.8675871
علامرودشت,فارس,27.6248362,52.9976097
علویجه,اصفهان,33.0585081,51.1134199
عمادده,فارس,27.4474729,53.8602178
عنبرآباد,كرمان,28.4779105,57.844051
عنبران,اردبیل,38.4900003,48.4355097
غرق آباد,مركزی,35.1092029,49.8312434
فاریاب,كرمان,28.0986408,57.229663
فارسان,چهارمحال و بختیاری,32.2549162,50.5624938
فارغان,هرمزگان,28.0077984,56.255127
فاروج,خراسان شمالی,37.22758415,58.22040369541307
فاضل آباد,گلستان,36.900353,54.7501997
فامنین,همدان,35.1179137,48.9721158
فتح المبین,خوزستان,32.313844,48.1479421
فخراباد,اردبیل,38.5268081,47.8638481
فدامی,فارس,28.2155252,55.133631
فرادبنه,چهارمحال و بختیاری,,
فراشبند,فارس,28.60064805,52.26800830861151
فراغی,گلستان,37.5270128,55.5941862
فرخی,اصفهان,33.844903,54.9470758
فرخ شهر,چهارمحال و بختیاری,32.2732354,50.9836849
فردیس,البرز,35.7866258,51.0025424
فردوس,خراسان جنوبی,34.01816,58.1689746
فردوسیه,تهران,35.6000722,51.0627593
فریدونشهر,اصفهان,32.9248791,50.1709055
فریدونکنار,مازندران,36.6830883,52.5217808
فرسفج,همدان,34.4865511,48.2859752
فریم,مازندران,36.1726982,53.2677764
فریمان,خراسان رضوی,35.701215,59.8465304
فرمهین,مركزی,34.490993950000004,49.57923608514865
فرهادگرد,خراسان رضوی,35.7664697,59.7345327
فیرورق,آذربایجان غربی,38.5821035,44.8316495
فیروزآباد,فارس,28.845604,52.5727236
فیروزآباد,لرستان,33.8982515,48.1034902
فیروزان,همدان,34.360476,48.1138221
فیروزکوه,تهران,35.7377258,52.707603
فیروزه,خراسان رضوی,36.2863586,58.5868002
فرون اباد,تهران,35.5150443,51.6195825
فسا,فارس,28.9366395,53.6510677
فشم,تهران,35.9293609,51.5271914
فیض آباد,خراسان رضوی,35.0223775,58.7859505
فلاورجان,اصفهان,32.5576772,51.5079153
فین,هرمزگان,27.6310402,55.8952572
فنوج,سیستان و بلوچستان,26.575768,59.6398773
فهرج,كرمان,29.17695645,59.1983993063632
فولادشهر,اصفهان,32.4834868,51.4173278
فومن,گیلان,37.2273234,49.3141954
قادراباد,فارس,30.2742465,53.2686602
قاسم آباد,خراسان رضوی,36.2989955,59.8782631
قاضی,خراسان شمالی,37.847182,57.3160849
قایم شهر,مازندران,36.4636399,52.8579311
قایمیه,فارس,29.8510025,51.5819119
قاین,خراسان جنوبی,33.7258398,59.1893483
قیدار,زنجان,36.1227353,48.591074
قدس,تهران,35.5878289,51.4448952
قدمگاه,خراسان رضوی,36.1063279,59.0597459
قیر,فارس,28.482802,53.0357558
قرچک,تهران,35.4421824,51.5697005
قره آغاج,آذربایجان شرقی,37.1287747,46.9750123
قره بلاغ,فارس,28.9053715,54.1318277
قره ضیاءالدین,آذربایجان غربی,38.891166,45.0282107
قروه,کردستان,35.1679005,47.800886
قروه درجزین,همدان,35.3101504,49.1004503
قزوین,قزوین,36.2490617,50.1786736
قشم,هرمزگان,26.9221585,56.069264329412206
قصابه,اردبیل,38.3837047,47.5455522
قصرشیرین,کرمانشاه,34.5218483,45.581885
قصرقند,سیستان و بلوچستان,26.2394578,60.7419235
قطب آباد,فارس,28.6393017,53.6378046
قطرویه,فارس,29.1461299,54.7027042
قطور,آذربایجان غربی,38.4714718,44.4099457
قلعه تل,خوزستان,31.6307184,49.8908244
قلعه خواجه,خوزستان,32.20750145,49.45465457101679
قلعه رییسی,کهگیلویه و بویراحمد,,
قلعه قاضی,هرمزگان,27.4455968,56.5450429
قلعه گنج,كرمان,27.5239005,57.8771387
قلندرآباد,خراسان رضوی,35.5993818,59.9498981
قم,ایران,34.48080565,50.39646983562088
قم,قم,34.6423117,50.8800969
قمصر,اصفهان,33.753718,51.4325807
قنوات,قم,34.6136599,51.0246432
قهاوند,همدان,34.8594697,49.0033362
قهجاورستان,اصفهان,32.7034085,51.7969889
قهدریجان,اصفهان,32.577126,51.4539164
قهستان,خراسان جنوبی,33.1495413,59.7165809
قوچان,خراسان رضوی,37.105993,58.5108056
قورچی باشی,مركزی,34.5037,46.1609
قوشچی,آذربایجان غربی,37.9929508,45.0370956
قوشخانه,خراسان شمالی,36.9969444,58.2183333
کاج,چهارمحال و بختیاری,32.0583082,50.5827861
کاخک,خراسان رضوی,34.1511878,58.6392528
کارچان,مركزی,34.1003203,49.9325663
کاریز,خراسان رضوی,34.8127778,60.8241667
کارزین (فتح آباد),فارس,28.4097651,53.106353
کازرون,فارس,29.6203251,51.6520826
کیاسر,مازندران,36.2366087,53.5412514
کاشان,اصفهان,33.9876533,51.4428856
کاشمر,خراسان رضوی,35.2444908,58.464248
کیاشهر,گیلان,37.4188972,49.9488125
کاظم آباد,كرمان,29.5661437,55.5513369
کاکی,بوشهر,28.3366456,51.523857
کیاکلا,مازندران,36.580532,52.8097463
کامیاران,کردستان,34.9451922,46.857943688638656
کامفیروز,فارس,30.3222845,52.1932593
کامو و چوگان,اصفهان,,
کیان,چهارمحال و بختیاری,,
کانی دینار,کردستان,35.4644364,46.208135
کانی سور,کردستان,36.0583,45.7481
کیانشهر,كرمان,31.155512,56.3803406
کبودرآهنگ,همدان,35.2083683,48.7242053
کتالم وسادات شهر,مازندران,,
کجور,مازندران,36.3843225,51.7273613
کدکن,خراسان رضوی,35.5855764,58.8787467
کرج,البرز,35.8224892,50.9904681
کردکوی,گلستان,36.7914895,54.11342994468153
کرسف,زنجان,36.0441423,48.5057235
کرکوند,اصفهان,32.3460971,51.4473626
کرمان,كرمان,30.24024875,57.06457013574952
کرمانشاه,کرمانشاه,34.3239414,47.0735891
کرند,کرمانشاه,34.2990982,46.183258672904266
کره ای,فارس,29.5938759,51.3788621
کیش,هرمزگان,26.5419613,54.0071138
کشاورز,آذربایجان غربی,36.8355495,46.3573777
کشکسرای,آذربایجان شرقی,38.458553,45.5673225
کشکوییه,كرمان,30.5263201,55.6424426
کلات,خراسان رضوی,34.1983333,58.5444444
کلاته,سمنان,36.3570835,54.1455832
کلاته خیج,سمنان,36.6737481,55.2968812
کلاچای,گیلان,37.0769158,50.3971953
کلارآباد,مازندران,36.6964662,51.2511485
کلاردشت,مازندران,36.5055519,51.1587669
کلاله,گلستان,37.57100165,55.613015751108726
کیلان,تهران,35.5505069,52.1684289
کلیبر,آذربایجان شرقی,38.8653368,47.038217
کلیشادوسودرجان,اصفهان,,
کلمه,بوشهر,28.9436694,51.4581903
کلوانق,آذربایجان شرقی,38.1035391,46.9922274
کلور,اردبیل,37.3889125,48.7221802
کمال شهر,البرز,35.8624842,50.880468
کمیجان,مركزی,34.744939849999994,49.28823928642289
کمشچه,اصفهان,33.2300007,52.0558823
کمه,اصفهان,31.0676887,51.5936835
کنارتخته,فارس,29.5327812,51.3960796
کنارک,سیستان و بلوچستان,25.3604865,60.3981155
کندر,خراسان رضوی,35.2116371,58.1508386
کنگ,هرمزگان,26.5966018,54.9277017
کنگاور,کرمانشاه,34.5051774,47.9658794
کهریزسنگ,اصفهان,32.62883235,51.480913042335175
کهریزک,تهران,35.517323,51.3618852
کهک,قم,34.3930163,50.8648024
کهن آباد,سمنان,35.2218074,52.5216992
کهنوج,كرمان,27.9502255,57.7025775
کوار,فارس,29.2003014,52.6926076
کوپن,فارس,30.3318329,51.2845036
کوت سیدنعیم,خوزستان,,
کوت عبداله,خوزستان,31.2395661,48.6512494
کوچصفهان,گیلان,37.2787049,49.7721208
کوراییم,اردبیل,37.9552413,48.2355776
کوزران,کرمانشاه,34.4965,46.599
کوزه کنان,آذربایجان شرقی,38.1865623,45.5751442
کوشک,اصفهان,32.6391832,51.5004056
کوشکنار,هرمزگان,27.2525961,52.8671285
کومله,گیلان,37.1523678,50.1740681
کوهبنان,كرمان,31.4100681,56.2825998
کوهپایه,اصفهان,32.7138321,52.4405045
کوهی خیل,مازندران,36.6879187,52.9118026
کوهدشت,لرستان,33.5331808,47.6070512
کوهسار,البرز,35.9627157,50.7920955
کوهستک,هرمزگان,26.8024898,57.0260523
کوهین,قزوین,36.3701265,49.6631317
کوهنانی,لرستان,33.403194,47.3258403
کوهنجان,فارس,29.2306219,52.9562466
گالیکش,گلستان,37.2719444,55.4325
گیان,همدان,34.1771986,48.2445727
گتاب,مازندران,36.431717,52.6578558
گتوند,خوزستان,32.2449183,48.8126036
گراب,لرستان,33.4853061,48.489661
گراب سفلی,کهگیلویه و بویراحمد,30.9426038,50.8983137
گراش,فارس,27.6701538,54.1378384
گردکشانه,آذربایجان غربی,36.8084866,45.264528
گرگاب,اصفهان,32.8678119,51.5981358
گرگان,گلستان,36.7923466,54.1142898
گرمی,اردبیل,39.0288619,48.08053
گرماب,زنجان,35.8479451,48.1962354
گرمدره,البرز,35.7517846,51.081807
گرمسار,سمنان,35.2222875,52.3383855
گرمه,خراسان شمالی,36.9870347,56.2888872
گروک,هرمزگان,26.5877269,57.0926598
گزبرخوار,اصفهان,,
گزیک,خراسان جنوبی,33.0260016,59.458995
گزنک,مازندران,35.9038115,52.2246758
گشت,سیستان و بلوچستان,27.7892564,61.9512927
گیلانغرب,کرمانشاه,34.1411088,45.9140759
گلباف,كرمان,29.8840436,57.7324102
گلبهار,خراسان رضوی,36.5725497,59.1966264
گلپایگان,اصفهان,33.6830082,50.9101211
گل تپه,همدان,35.2197239,48.2057048
گلدشت,اصفهان,32.6247941,51.4391574
گلزار,كرمان,29.7111348,57.0372966
گلسار,البرز,35.9144669,50.7723122
گلستان,تهران,35.5214193,51.1767192
گلشن,اصفهان,31.9370311,51.7543282
گلشهر,اصفهان,33.5130447,50.4754975
گلگیر,خوزستان,31.7647539,49.4983012
گلمکان,خراسان رضوی,36.4818235,59.1595291
گلمورتی,سیستان و بلوچستان,27.4809916,59.4483063
گله دار,فارس,30.3553658,53.3927669
گلوگاه,مازندران,36.7283914,53.8088538
گمیش تپه,گلستان,37.069877000000005,54.07272590842375
گناباد,خراسان رضوی,34.350302,58.6859427
گنبدکاووس,گلستان,37.2767138,55.16215666063432
گنبکی,كرمان,28.7222475,58.8664914
گندمان,چهارمحال و بختیاری,31.8650116,51.153733
گهرو,چهارمحال و بختیاری,32.004757,50.8871785
گهواره,کرمانشاه,34.344125,46.417181
گیوی,اردبیل,37.687697,48.3459079
گوجان,چهارمحال و بختیاری,32.2443611,50.5428324
گودین,کرمانشاه,34.5071703,48.079899
گوراب زرمیخ,گیلان,37.3021335,49.2208733
گوریه,خوزستان,31.8559767,48.7563581
گوگان,آذربایجان شرقی,37.7818413,45.9038288
گوگد,اصفهان,33.4755802,50.3554565
گوهران,هرمزگان,26.5968656,57.8950727
لای بید,اصفهان,33.4620923,50.6952181
لار,فارس,27.6619203,54.3229561
لالی,خوزستان,32.3306321,49.0944
لالجین,همدان,34.9746055,48.4750848
لاله زار,كرمان,29.5230978,56.8158055
لامرد,فارس,27.333426,53.1816105
لاهیجان,گیلان,37.2041991,50.0178042
لاهرود,اردبیل,38.5081222,47.8316745
لپویی,فارس,29.7997169,52.6504164
لردگان,چهارمحال و بختیاری,31.5126237,50.8303948
لیسار,گیلان,37.958973,48.9082044
لشت نشاء,گیلان,37.3592891,49.8621573
لطیفی,فارس,27.6900779,54.38714
لطف آباد,خراسان رضوی,36.1791421,58.7344229
لیکک,کهگیلویه و بویراحمد,,
لیلان,آذربایجان شرقی,37.0111324,46.2059139
لمزان,هرمزگان,27.0522974,54.8835685
لنده,کهگیلویه و بویراحمد,,
لنگرود,گیلان,37.19230095,50.15583816038672
لواسان,تهران,35.8204845,51.6321444
لوجلی,خراسان شمالی,37.6069313,57.8574221
لوشان,گیلان,36.6279334,49.5162305
لولمان,گیلان,37.2564928,49.2717653
لومار,ایلام,33.5673389,46.8146332
لوندویل,گیلان,38.3082625,48.8675037
مادرسلیمان,فارس,30.1910123,53.1734212
مادوان,کهگیلویه و بویراحمد,30.7140698,51.5419291
مارگون,کهگیلویه و بویراحمد,,
ماژین,ایلام,32.9542152,47.7885783
ماسال,گیلان,37.3640801,49.1328792
ماسوله,گیلان,37.1551276,48.9899692
ماکلوان,گیلان,37.1957815,49.1969213
ماکو,آذربایجان غربی,39.2909641,44.4521379
مال خلیفه,چهارمحال و بختیاری,,
میامی,سمنان,36.4086479,55.6545685
مامونیه,مركزی,35.3011297,50.5073612
میاندوآب,آذربایجان غربی,36.9695588,46.0993809
میان راهان,کرمانشاه,34.5843,47.442
میانرود,خوزستان,32.153851,48.4392787
میانشهر,فارس,28.7212614,53.8493965
میانه,آذربایجان شرقی,37.4284538,47.7057976
ماهان,كرمان,30.0536359,57.2883027
ماهدشت,البرز,35.7299002,50.8110899
ماه نشان,زنجان,36.7456508,47.6716751
مبارک آباددیز,فارس,,
مبارک شهر,آذربایجان شرقی,37.1833254,46.057954
مبارکه,اصفهان,32.4187736,51.7234945
میبد,یزد,32.2510825,54.0159205
مجلسی,اصفهان,32.1968552,51.5007466
مجن,سمنان,36.4796519,54.6483772
محی آباد,كرمان,30.4919087,55.9598218
محلات,مركزی,33.9060573,50.4526427
محمدی,سیستان و بلوچستان,27.334289,62.391027006408166
محمدآباد,اصفهان,32.3250781,52.1110092
محمدآباد,سیستان و بلوچستان,30.8860774,61.4636468
محمدآباد,كرمان,28.8567234,59.2920303
محمدیار,آذربایجان غربی,36.9841837,45.5167584
محمدان,سیستان و بلوچستان,27.2023277,60.5616428
محمدشهر,البرز,35.7527246,50.9039864
محمدشهر,خراسان جنوبی,,
محمدیه,قزوین,36.2255821,50.1878041
محمودآباد,آذربایجان غربی,37.3659163,45.130571
محمودآباد,مازندران,36.6308963,52.2621156
محمودآبادنمونه,قزوین,,
میداود,خوزستان,31.3754759,49.8175771
میرآباد,آذربایجان غربی,38.0743416,44.6678923
مرادلو,اردبیل,38.7466001,47.7458947
مراغه,آذربایجان شرقی,37.3916705,46.2397524
مریانج,همدان,34.8306393,48.4614319
مراوه,گلستان,37.8198081,55.8896845252108
میرجاوه,سیستان و بلوچستان,29.0149246,61.4540744
مرجقل,گیلان,37.2761076,49.37639
مردهک,كرمان,28.3517264,58.1586637
مرزیکلا,مازندران,36.3636458,52.7341391
مرزن آباد,مازندران,36.4539793,51.3005787
مرگنلر,آذربایجان غربی,39.1489451,44.9523404
مرند,آذربایجان شرقی,38.4306358,45.7741
مریوان,کردستان,35.5219063,46.1758889
مرودشت,فارس,29.8762905,52.8062895
مروست,یزد,30.4774172,54.2126137
مزایجان,فارس,30.2922977,53.802393
مزدآوند,خراسان رضوی,36.1557394,60.5291811
مزرعه,گلستان,36.9134144,54.865026
مسجدسلیمان,خوزستان,32.027952400000004,49.398898252172415
مس سرچشمه,كرمان,29.9969927,55.7961096
مشراگه,خوزستان,31.0098009,49.4369137
مشکات,اصفهان,34.1776048,51.2641758
مشکان,فارس,29.4764819,54.3343068
مشکین دشت,البرز,35.7509589,50.9420738
مشگین شهر,اردبیل,38.3979293,47.6764836
مشهد,خراسان رضوی,36.2974945,59.6059232
مشهد ثامن,خراسان رضوی,36.2862801,59.6722841
مشهدریزه,خراسان رضوی,34.748765,60.6450823
مصیری,فارس,30.2443946,51.5241743
معلم کلایه,قزوین,36.451748,50.4753083
معمولان,لرستان,33.3793239,47.9603107
ملاثانی,خوزستان,31.5841359,48.888229
میلاجرد,مركزی,33.4281176,52.0013387
ملایر,همدان,34.2922623,48.8215749
ملارد,تهران,35.666763,50.9790423
ملک آباد,خراسان رضوی,35.9991019,59.5918125
ملکان,آذربایجان شرقی,37.1429593,46.104082
ممقان,آذربایجان شرقی,37.8443261,45.9729822
میمند,فارس,28.8666095,52.7485061
میمه,اصفهان,33.1590462,51.4071747
میمه,ایلام,33.2280492,46.919563
میناب,هرمزگان,27.1505605,57.0752814
منج,چهارمحال و بختیاری,31.538464,50.6267739
منجیل,گیلان,36.7448499,49.4000305
منصوریه,خوزستان,30.6284232,50.304706
منظریه,اصفهان,33.2159534,50.3136588
منوجان,كرمان,27.4014947,57.4949725
مینودشت,گلستان,37.2288889,55.3747222
مینوشهر,خوزستان,30.3563296,48.2070074
مهاباد,آذربایجان غربی,36.7591292,45.71788136268934
مهاباد,اصفهان,33.5252176,52.2132573
مهاجران,مركزی,35.030633,50.3531851
مهاجران,همدان,35.0764851,48.6161213
مهدی شهر,سمنان,35.7108029,53.3555769
مهر,ایلام,33.4308245,46.4636819
مهر,فارس,28.7565872,54.5369649
مهران,ایلام,33.6102575,46.3664923
مهربان,آذربایجان شرقی,38.0806733,47.1317722
مهردشت,یزد,31.0244526,53.3488446
مهریز,یزد,31.5841945,54.4445661
مهرستان,سیستان و بلوچستان,27.1310393,61.6746528
موچش,کردستان,35.0574727,47.1525037
مود,خراسان جنوبی,32.7063592,59.5243809
مورموری,ایلام,32.7254932,47.6773754
موسیان,ایلام,32.5209668,47.376702
مومن آباد,لرستان,33.8349987,48.2223124
نازک علیا,آذربایجان غربی,39.0109977,45.058161
نیاسر,اصفهان,33.9725381,51.146946
ناغان,چهارمحال و بختیاری,31.9344796,50.7276893
نافچ,چهارمحال و بختیاری,32.4228214,50.7896658
نالوس,آذربایجان غربی,36.9835017,45.1431549
نایین,اصفهان,32.6561655,51.8444479
نجف آباد,اصفهان,31.6551301,51.3796624
نجف شهر,كرمان,29.3897031,55.7203011
نخل تقی,بوشهر,27.4980795,52.583854
ندوشن,یزد,32.0281951,53.5494049
نیر,اردبیل,38.034005,47.9991069
نیر,یزد,31.4845702,54.1259966
نراق,مركزی,34.0096318,50.8402395
نرجه,قزوین,35.9909852,49.6245427
نی ریز,فارس,29.1732474,54.565966009855146
نرماشیر,كرمان,28.9513934,58.6963456
نسیم شهر,تهران,35.5613083,51.164113
نیشابور,خراسان رضوی,35.9907155,59.3301336
نشتارود,مازندران,36.7486267,51.0358454
نشتیفان,خراسان رضوی,34.4337222,60.1777943
نصرآباد,اصفهان,32.2792223,52.0600418
نصرآباد,خراسان رضوی,36.6416168,59.191188
نصرت آباد,سیستان و بلوچستان,29.8589189,59.9802973
نصیرشهر,تهران,35.4902417,51.1405769
